command,mean,stddev,user,system,min,max
java -jar desafioMatrizNoPrint.jar 250 1,0.20938606709000002,0.0017150350306601796,0.17254868999999998,0.02950497,0.20708601179000002,0.21138443179000002
java -jar desafioMatrizNoPrint.jar 250 2,0.19513774009,0.001535385755533195,0.18881739,0.029241069999999997,0.19357156679,0.19840991179000003
java -jar desafioMatrizNoPrint.jar 250 3,0.20495715779000007,0.007352004228129847,0.24374309,0.029595869999999996,0.19764406579000002,0.21488171879
java -jar desafioMatrizNoPrint.jar 250 4,0.20886908379000002,0.006883830592372841,0.27962118999999996,0.030188269999999996,0.20055006279,0.22218780079000003
java -jar desafioMatrizNoPrint.jar 250 5,0.21099490279,0.005399292008464113,0.28216869,0.030058269999999998,0.20259279279000003,0.21938596479000003
java -jar desafioMatrizNoPrint.jar 250 6,0.21118740979000003,0.004922787621464037,0.28423838999999995,0.030671369999999996,0.20140822779000003,0.21882960679000002
java -jar desafioMatrizNoPrint.jar 250 7,0.21811637829000002,0.01357793181742209,0.30464959,0.030352969999999996,0.20288384979000001,0.24365203679000003
java -jar desafioMatrizNoPrint.jar 250 8,0.22184732369000004,0.005665026351250166,0.32709889,0.030944870000000003,0.21117800079000001,0.23046584379
java -jar desafioMatrizNoPrint.jar 250 9,0.22068627699000004,0.00842114348424822,0.30916839000000007,0.03160817,0.20944619179,0.23713082879000003
java -jar desafioMatrizNoPrint.jar 250 10,0.22701735309,0.012806676903155751,0.33928929,0.03144267,0.21121311379000002,0.25002099179
